Nr,Event,Participant,TaskID,Reaction.Time,Audio,Voice,Type,Sentence,Noise,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location
3108,122,677c1cef9a0ae53353c940b0,task-nqkh,4827.2,voice_06_clone_005_0dB.mp3,6,clone,5,0dB,two blue fish swam in the tank,two,blue,fish,swam,tank,two bluefish swam in a tank,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3109,123,677c1cef9a0ae53353c940b0,task-nqkh,4108.2,voice_08_clone_007_0dB.mp3,8,clone,7,0dB,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3111,125,677c1cef9a0ae53353c940b0,task-nqkh,5469.8,voice_03_clone_013_0dB.mp3,3,clone,13,0dB,see the cat glaring at the scared mouse,see,cat,glaring,scared,mouse,see the cat glaring at the scared mouse,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3112,126,677c1cef9a0ae53353c940b0,task-nqkh,4649.5,voice_12_clone_031_-3dB.mp3,12,clone,31,-3dB,steam hissed from the broken valve,steam,hissed,from,broken,valve,steam hissed from the broken valve,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3113,127,677c1cef9a0ae53353c940b0,task-nqkh,6213.7,voice_03_human_063_3dB.mp3,3,human,63,3dB,a gem in the rough needs work to polish,gem,rough,needs,work,polish,a gem in the rough needs work to polish,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3131,145,677c1cef9a0ae53353c940b0,task-nqkh,5059.2,voice_01_human_062_3dB.mp3,1,human,62,3dB,the zones merge in the central part of town,zones,merge,central,part,town,the zones merge in the central part of town,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3133,147,677c1cef9a0ae53353c940b0,task-nqkh,6392.2,voice_11_human_070_3dB.mp3,11,human,70,3dB,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,gold silk will trim her dress,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3135,149,677c1cef9a0ae53353c940b0,task-nqkh,4898.9,voice_07_human_066_3dB.mp3,7,human,66,3dB,just hoist it up and take it away,just,up,hoist,take,away,just hoist it up and take it away,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3137,151,677c1cef9a0ae53353c940b0,task-nqkh,5800.6,voice_07_human_076_3dB.mp3,7,human,76,3dB,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns are fine with a hot drink,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3140,154,677c1cef9a0ae53353c940b0,task-nqkh,4255.3,voice_08_human_067_3dB.mp3,8,human,67,3dB,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to capture a bear,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3146,160,677c1cef9a0ae53353c940b0,task-nqkh,5107.9,voice_10_human_079_3dB.mp3,10,human,79,3dB,the music played on while they talked,music,played,while,they,talked,the music played on while they talked,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3151,165,677c1cef9a0ae53353c940b0,task-nqkh,5079.5,voice_06_human_075_3dB.mp3,6,human,75,3dB,seed is needed to plant the spring corn,seed,needed,plant,spring,corn,seeds are needed to plant the spring corn,5,1,Male,18,United Kingdom,2025-05-27T15:17:55.888000Z,1188,6,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
3157,420,67a96562e2b052e6c15ed963,task-zsef,6796.1,voice_07_clone_020_-3dB.mp3,7,clone,20,-3dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,thieves who rob friends deserve jail,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3158,421,67a96562e2b052e6c15ed963,task-zsef,7451.6,voice_01_clone_016_-3dB.mp3,1,clone,16,-3dB,a tusk is used to make costly gifts,tusk,used,make,costly,gifts,tusk is used to make costly gifts,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3166,429,67a96562e2b052e6c15ed963,task-zsef,5995.5,voice_08_clone_002_-3dB.mp3,9,clone,2,-3dB,kick the ball straight and follow through,kick,ball,straight,follow,through,kick the ball straight and follow through,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3172,435,67a96562e2b052e6c15ed963,task-zsef,7442.5,voice_07_clone_040_-6dB.mp3,7,clone,40,-6dB,a blue crane is a tall wading bird,blue,crane,tall,wading,bird,a blue crane is a tall wading bird,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3174,437,67a96562e2b052e6c15ed963,task-zsef,8056.8,voice_11_clone_004_-3dB.mp3,11,clone,4,-3dB,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3177,440,67a96562e2b052e6c15ed963,task-zsef,5176.9,voice_03_clone_027_-6dB.mp3,3,clone,27,-6dB,the coffee stand is too high for the couch,coffee,stand,too,high,couch,the coffee stand is too high for the couch,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3178,441,67a96562e2b052e6c15ed963,task-zsef,6711.9,voice_11_clone_014_-3dB.mp3,11,clone,14,-3dB,the grass curled around the fence post,grass,curled,around,fence,post,the grass curled around the fence post,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3181,444,67a96562e2b052e6c15ed963,task-zsef,5953.6,voice_06_clone_009_-3dB.mp3,6,clone,9,-3dB,lift the square stone over the fence,lift,square,stone,over,fence,lift the square stone over the fence,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3184,447,67a96562e2b052e6c15ed963,task-zsef,5185.8,voice_08_clone_001_-3dB.mp3,8,clone,1,-3dB,rice is often served in round bowls,rice,often,served,round,bowls,rice is often served in round bowls,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3187,450,67a96562e2b052e6c15ed963,task-zsef,5365.5,voice_12_clone_005_-3dB.mp3,12,clone,5,-3dB,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3196,459,67a96562e2b052e6c15ed963,task-zsef,5996.5,voice_10_human_053_3dB.mp3,10,human,53,3dB,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,find the twin that stole the pearl necklace,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3197,460,67a96562e2b052e6c15ed963,task-zsef,7877.5,voice_12_human_055_3dB.mp3,12,human,55,3dB,it is late morning on the old wall clock,late,morning,old,wall,clock,it is late morning on the old wall clock,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3200,463,67a96562e2b052e6c15ed963,task-zsef,7031.4,voice_04_human_048_3dB.mp3,4,human,48,3dB,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3201,464,67a96562e2b052e6c15ed963,task-zsef,5779.7,voice_08_human_061_0dB.mp3,8,human,61,0dB,glass will clink when struck by metal,glass,will,clink,struck,metal,the glass will clink when struck by metal,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3203,466,67a96562e2b052e6c15ed963,task-zsef,7793.2,voice_12_human_065_0dB.mp3,12,human,65,0dB,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let it burn it gives us warmth and comfort,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3204,467,67a96562e2b052e6c15ed963,task-zsef,6274,voice_08_human_052_3dB.mp3,9,human,52,3dB,the horse trotted around the field at a brisk pace,horse,trotted,field,brisk,pace,the horse trotted around the field at a brisk pace,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3205,468,67a96562e2b052e6c15ed963,task-zsef,7461.7,voice_08_human_042_3dB.mp3,9,human,42,3dB,a pencil with black lead writes best,pencil,black,lead,writes,best,pencil with black lead writes best,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3206,469,67a96562e2b052e6c15ed963,task-zsef,5925,voice_01_human_066_0dB.mp3,1,human,66,0dB,just hoist it up and take it away,just,up,hoist,take,away,just hoist it up and take it away,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3210,473,67a96562e2b052e6c15ed963,task-zsef,10145.7,voice_08_human_051_3dB.mp3,8,human,51,3dB,the rude laugh filled the empty room,rude,laugh,filled,empty,room,the rude laugh filled the empty room,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3211,474,67a96562e2b052e6c15ed963,task-zsef,6294.5,voice_07_human_060_3dB.mp3,7,human,60,3dB,pack the records in a neat thin case,pack,records,neat,thin,case,pack the records in a neat thin case,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3212,475,67a96562e2b052e6c15ed963,task-zsef,6130,voice_11_human_054_3dB.mp3,11,human,54,3dB,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube was blown and the tire flat and useless,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3214,477,67a96562e2b052e6c15ed963,task-zsef,7988.2,voice_04_human_058_3dB.mp3,4,human,58,3dB,men think and plan and sometimes act,men,think,plan,sometimes,act,men think and plan and sometimes act,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3215,478,67a96562e2b052e6c15ed963,task-zsef,6218.8,voice_03_human_047_3dB.mp3,3,human,47,3dB,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3216,479,67a96562e2b052e6c15ed963,task-zsef,5964.7,voice_07_human_070_0dB.mp3,7,human,70,0dB,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,a sash of gold silk will trim her dress,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3219,482,67a96562e2b052e6c15ed963,task-zsef,10210.4,voice_11_human_064_0dB.mp3,11,human,64,0dB,code is used when secrets are sent,code,used,when,secrets,sent,code is used when secrets are sent,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3220,483,67a96562e2b052e6c15ed963,task-zsef,8718.2,voice_03_human_057_3dB.mp3,3,human,57,3dB,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the fire hose was bright brass,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3221,484,67a96562e2b052e6c15ed963,task-zsef,14794.7,voice_12_human_045_3dB.mp3,12,human,45,3dB,jerk the rope and the bell rings weakly,jerk,rope,bell,rings,weakly,jerk the rope the bell rings weakly,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3226,489,67a96562e2b052e6c15ed963,task-zsef,7329.6,voice_04_human_078_0dB.mp3,4,human,78,0dB,to have is better than to wait and hope,have,better,than,wait,hope,to have is better than to wait and hope,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3227,490,67a96562e2b052e6c15ed963,task-zsef,6598.9,voice_07_human_080_0dB.mp3,7,human,80,0dB,the screen before the fire kept in the sparks,screen,before,fire,kept,sparks,the screen before the fire kept in sparks,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3228,491,67a96562e2b052e6c15ed963,task-zsef,5634.2,voice_01_human_076_0dB.mp3,1,human,76,0dB,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns are fine with a hot drink,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3229,492,67a96562e2b052e6c15ed963,task-zsef,5885.4,voice_06_human_059_3dB.mp3,6,human,59,3dB,fill the ink jar with sticky glue,fill,ink,jar,sticky,glue,fill the ink jar with sticky glue,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3230,493,67a96562e2b052e6c15ed963,task-zsef,4966.4,voice_01_human_046_3dB.mp3,1,human,46,3dB,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3232,495,67a96562e2b052e6c15ed963,task-zsef,4817.9,voice_01_human_056_3dB.mp3,1,human,56,3dB,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned off,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3234,497,67a96562e2b052e6c15ed963,task-zsef,7106.1,voice_03_human_067_0dB.mp3,3,human,67,0dB,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to capture a bear,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
3235,498,67a96562e2b052e6c15ed963,task-zsef,5539.7,voice_11_human_074_0dB.mp3,11,human,74,0dB,we now have a new base for shipping,now,have,new,base,shipping,we now have a new base for shipping,5,1,Male,33,United Kingdom,2025-05-27T07:54:00.820000Z,62189,44,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
